cell_line	drugcombo	mean.bliss.estimate	p.value	conf.int.low	conf.int.high	p.value.bonferroni
A498	5Z	NA	NA	NA	NA	NA
SW-620	5Z	NA	NA	NA	NA	NA
AGS	5Z	NA	NA	NA	NA	NA
DU-145	5Z	NA	NA	NA	NA	NA
UACC-62	5Z	NA	NA	NA	NA	NA
SF-295	5Z	NA	NA	NA	NA	NA
COLO 205	5Z	NA	NA	NA	NA	NA
MDA-MB-468	5Z	NA	NA	NA	NA	NA
SF-295	5Z SF	-0.0179001507954723	0.185264524789431	-0.0447488109822503	0.00894850939130567	1
COLO 205	5Z SF	-0.0427855598543378	1.30225923212346e-05	-0.060136875382473	-0.0254342443262025	0.0178149062954489
MDA-MB-468	5Z SF	-0.022478583088587	0.519994864736463	-0.0984335547643907	0.0534763885872167	1
A498	AK SF	-0.296848016659238	1.2460173383227e-05	-0.416895396243785	-0.17680063707469	0.0170455171882545
SW-620	AK SF	-0.258116347205636	7.91669460599019e-05	-0.376532961122169	-0.139699733289102	0.108300382209946
AGS	AK SF	-0.164116974709892	0.00559425251107468	-0.274090511008641	-0.0541434384111436	1
DU-145	AK SF	-0.259244505923669	8.69676320505459e-05	-0.379009486986551	-0.139479524860787	0.118971720645147
UACC-62	AK SF	-0.354543209102728	1.09774070074943e-05	-0.496781902296124	-0.212304515909333	0.0150170927862522
SF-295	AK SF	-0.276863338601896	8.30976677497299e-05	-0.404336313072534	-0.149390364131259	0.11367760948163
COLO 205	AK SF	-0.216532405380321	0.000462613070788192	-0.331086211261752	-0.10197859949889	0.632854680838246
MDA-MB-468	AK SF	-0.167704666125795	0.0424143345546827	-0.328273791772861	-0.00713554047872937	1
A498	BI SF	-0.228046645709785	0.00050420823683702	-0.349622944762706	-0.106470346656864	0.689756867993043
SW-620	BI SF	-0.231980188528964	0.000686562542345308	-0.359196455309208	-0.10476392174872	0.939217557928381
AGS	BI SF	-0.030957486642833	0.584175432257426	-0.147331025250388	0.0854160519647217	1
DU-145	BI SF	-0.219974838352784	0.000587223700183935	-0.338878533808848	-0.101071142896721	0.803322021851623
UACC-62	BI SF	-0.324733415658661	2.8311217919237e-05	-0.463294605392935	-0.186172225924387	0.0387297461135162
SF-295	BI SF	-0.247278012388134	0.000436480686761884	-0.377425825607729	-0.117130199168539	0.597105579490257
COLO 205	BI SF	-0.217878140116204	0.000362378590141481	-0.330705710493626	-0.105050569738782	0.495733911313546
MDA-MB-468	BI SF	-0.0847321861542026	0.415385399806254	-0.309243309297055	0.13977893698865	1
A498	CT SF	-0.145785957461336	0.00221951042773177	-0.235818236389973	-0.0557536785326996	1
SW-620	CT SF	-0.188863203899084	0.00347297870099204	-0.311628853937941	-0.0660975538602262	1
AGS	CT SF	-0.00334448712720042	0.949251799875708	-0.111885683363534	0.105196709109133	1
DU-145	CT SF	-0.185002729199342	0.000589875884287614	-0.285044073768735	-0.0849613846299487	0.806950209705456
UACC-62	CT SF	-0.257242537884443	0.000173952787279358	-0.382594445184598	-0.131890630584288	0.237967412998162
SF-295	CT SF	-0.157977769199323	0.00342997880406961	-0.260515447439018	-0.0554400909596267	1
COLO 205	CT SF	-0.12910317691165	0.0227128689813376	-0.239185775944881	-0.0190205778784188	1
MDA-MB-468	CT SF	-0.0726225034657576	0.365725299495572	-0.245099790440725	0.0998547835092096	1
A498	PD SF	-0.120382241247755	1.96896397064553e-06	-0.164001686292146	-0.0767627962033638	0.00269354271184308
SW-620	PD SF	0.0528422775761588	1.60328862600122e-07	0.0360547189555315	0.0696298361967861	0.000219329884036967
AGS	PD SF	-0.0286507846518937	0.00308598489005386	-0.0463496987254199	-0.0109518705783675	1
DU-145	PD SF	0.063921330179419	2.34120208217751e-06	0.0405327117908155	0.0873099485680226	0.00320276444841883
UACC-62	PD SF	-0.0518668909463405	2.74429023201411e-05	-0.0739516733209701	-0.0297821085717109	0.037541890373953
SF-295	PD SF	0.0407231524475885	0.00355586949092255	0.0141776957985975	0.0672686090965795	1
COLO 205	PD SF	-0.00799118783257489	0.144773503071212	-0.018853358897314	0.00287098323216423	1
MDA-MB-468	PD SF	0.0131210486814865	0.844053441840123	-0.133478919536827	0.1597210168998	1
A498	PI SF	-0.0933978900866939	0.0210952841501177	-0.172000226810594	-0.0147955533627939	1
SW-620	PI SF	-0.06066738846458	0.0423667327651515	-0.119137011632759	-0.0021977652964007	1
AGS	PI SF	-0.03851413596116	0.208405667217007	-0.100416717580478	0.023388445658158	1
DU-145	PI SF	-0.0652283346123864	0.0032163984309632	-0.10724606433167	-0.0232106048931031	1
UACC-62	PI SF	-0.22979109170707	0.000102019454017573	-0.337227169786131	-0.12235501362801	0.139562613096039
SF-295	PI SF	-0.138226641942739	0.000296082461967681	-0.208583604217297	-0.0678696796681817	0.405040807971788
COLO 205	PI SF	-0.0704514251525196	0.0559713994898469	-0.1427879334937	0.00188508318866057	1
MDA-MB-468	PI SF	-0.0760104530448702	0.419993097104426	-0.27949274735529	0.12747184126555	1
A498	PK SF	0.0363828305379191	0.00638599777399528	0.010852775340125	0.0619128857357132	1
SW-620	PK SF	0.0222240243389234	0.0204913858593606	0.00361524512583311	0.0408328035520136	1
AGS	PK SF	0.0784196079453311	0.00402197639949884	0.0282366145971237	0.128602601293538	1
DU-145	PK SF	0.0498931634091933	0.0105422952560613	0.0123347991512408	0.0874515276671458	1
UACC-62	PK SF	0.0689428280055677	0.00498700352744263	0.0220939254361389	0.115791730574996	1
SF-295	PK SF	0.0305022957296267	0.00433283745662895	0.0101365917902476	0.0508679996690057	1
COLO 205	PK SF	0.0761214629154426	0.00644538665323212	0.0226406977678658	0.129602228063019	1
MDA-MB-468	PK SF	0.0230749899358903	0.22063857854358	-0.0165838740857309	0.0627338539575115	1
A498	JN SF	-0.0392975505602904	0.165062473249859	-0.0954799347185429	0.0168848335979621	1
SW-620	JN SF	-0.11056149370053	0.00849248703229825	-0.191231573009538	-0.0298914143915213	1
AGS	JN SF	0.0229673987283437	0.469124585906257	-0.0421093113392223	0.0880441087959097	1
DU-145	JN SF	-0.106400761784316	0.00293379546204218	-0.174211037897694	-0.0385904856709389	1
UACC-62	JN SF	-0.254897419247527	4.04123629685078e-05	-0.366342969388111	-0.143451869106943	0.0552841125409187
SF-295	JN SF	-0.161456118966941	0.000634189880198105	-0.249347804019218	-0.073564433914663	0.867571756111008
COLO 205	JN SF	-0.0482814697053378	0.0263370970587037	-0.090578397816939	-0.00598454159373652	1
MDA-MB-468	JN SF	-0.00371407997299061	0.964967161707012	-0.189766584711289	0.182338424765308	1
A498	D1 SF	-0.0934856405647221	0.000155117512497913	-0.138628814766191	-0.0483424663632528	0.212200757097146
SW-620	D1 SF	-0.0779541556751785	0.0155389003324497	-0.14026564313809	-0.0156426682122673	1
AGS	D1 SF	-0.0961341710900238	0.0154889321111828	-0.171797712664573	-0.020470629515475	1
DU-145	D1 SF	-0.0814130199953519	1.23447450907183e-05	-0.114317604771613	-0.0485084352190912	0.0168876112841027
UACC-62	D1 SF	-0.255418298479702	1.45893645703571e-05	-0.359754800869274	-0.151081796090131	0.0199582507322486
SF-295	D1 SF	-0.100215797906232	0.00295115787742801	-0.164127865203943	-0.0363037306085221	1
COLO 205	D1 SF	-0.0522006847310175	0.0102524881803562	-0.0913349926004152	-0.0130663768616199	1
MDA-MB-468	D1 SF	-0.14001806450497	0.0334795264162907	-0.266365484314298	-0.0136706446956414	1
A498	60 SF	-0.0709661669162812	0.0419255394970362	-0.139206959767781	-0.00272537406478181	1
SW-620	60 SF	-0.0812962141910645	0.00376871706397194	-0.134659912906518	-0.0279325154756115	1
AGS	60 SF	-0.0622925897276622	0.104261292189864	-0.138707306733386	0.0141221272780621	1
DU-145	60 SF	-0.0748463905944524	0.016718410836928	-0.135393652200973	-0.0142991289879322	1
UACC-62	60 SF	-0.208416680868405	0.0002065359174587	-0.311387265772314	-0.105446095964495	0.282541135083502
SF-295	60 SF	-0.0515499966029716	0.0851051867840616	-0.110569618907231	0.00746962570128784	1
COLO 205	60 SF	-0.0372557208201786	0.152357020108173	-0.0888774418289686	0.0143660001886114	1
MDA-MB-468	60 SF	-0.116259400408884	0.152479858703454	-0.284519328631112	0.0520005278133443	1
A498	SB SF	-0.0127258501050592	0.300602227827534	-0.0372622316389135	0.011810531428795	1
SW-620	SB SF	0.033847077972957	0.0527728359304949	-0.000425632751912043	0.068119788697826	1
AGS	SB SF	0.0107914558842722	0.544429535311072	-0.0258041333489285	0.047387045117473	1
DU-145	SB SF	-0.00611377373633459	0.589315920670336	-0.0290195745785135	0.0167920271058444	1
UACC-62	SB SF	-0.0930452517002774	0.00133409615125901	-0.14748644860607	-0.0386040547944848	1
SF-295	SB SF	0.0115173552501361	0.181029820545943	-0.00558759539689674	0.0286223058971689	1
COLO 205	SB SF	0.0352839290861291	7.07337324851964e-05	0.0192298616146154	0.0513379965576428	0.0967637460397487
MDA-MB-468	SB SF	-0.0431832991783114	0.546462214588097	-0.199075228818458	0.112708630461835	1
A498	RU SF	0.0636929964681949	0.000148437761717268	0.0330425095441013	0.0943434833922884	0.203062858029222
SW-620	RU SF	0.0223870871983743	0.253498829957232	-0.0166825363719754	0.061456710768724	1
AGS	RU SF	0.0856175158493078	0.00577187166541249	0.0279873922176768	0.143247639480939	1
DU-145	RU SF	0.0795490251219565	5.71892259975908e-06	0.0488865266517023	0.110211523592211	0.00782348611647042
UACC-62	RU SF	-0.0311893280177383	0.107787608476533	-0.0695149765131406	0.00713632047766401	1
SF-295	RU SF	0.0489202545784187	0.000455172233326153	0.0230768079446946	0.0747637012121428	0.622675615190178
COLO 205	RU SF	0.0707760127543124	1.40275403253132e-08	0.0507098407848378	0.0908421847237869	1.91896751650285e-05
MDA-MB-468	RU SF	0.00821275327614537	0.92344362825052	-0.179782277557073	0.196207784109363	1
A498	D4 SF	-0.0684199142253444	0.066326845679853	-0.141677222323159	0.00483739387247057	1
SW-620	D4 SF	-0.113616636836507	0.0150175560611481	-0.203935797081109	-0.0232974765919045	1
AGS	D4 SF	0.0218605532830364	0.65062323907079	-0.0775713080166008	0.121292414582674	1
DU-145	D4 SF	-0.0981535222972854	0.0232535210333923	-0.182200414052859	-0.0141066305417116	1
UACC-62	D4 SF	-0.217747340679672	0.000399154425494206	-0.331457096823477	-0.104037584535866	0.546043254076073
SF-295	D4 SF	-0.0970411861447255	0.0342147121827948	-0.186481678649181	-0.00760069364027013	1
COLO 205	D4 SF	-0.0152948894907731	0.634248849029842	-0.0798115060865273	0.049221727104981	1
MDA-MB-468	D4 SF	-0.0628297091253118	0.492064628736661	-0.261296206792443	0.135636788541819	1
A498	F4 SF	0.0336818056089273	0.0243135254261626	0.00460681877405127	0.0627567924438033	1
SW-620	F4 SF	0.113449635139269	1.37356200108103e-06	0.0731558069592133	0.153743463319324	0.00187903281747885
AGS	F4 SF	0.163608739279954	1.34312881982111e-08	0.127294974783575	0.199922503776333	1.83740022551528e-05
DU-145	F4 SF	0.0664990704848989	4.29207720898783e-05	0.0373022912255055	0.0956958497442922	0.0587156162189536
UACC-62	F4 SF	0.0595477820790969	0.00627945635693199	0.017855984316673	0.101239579841521	1
SF-295	F4 SF	0.0052315704353142	0.770609646862656	-0.030808417084946	0.0412715579555744	1
COLO 205	F4 SF	0.053288307845051	1.34834955247606e-07	0.0365021145095486	0.0700745011805533	0.000184454218778725
MDA-MB-468	F4 SF	0.0530525689384152	0.563702092566411	-0.147176657030567	0.253281794907397	1
A498	ST	NA	NA	NA	NA	NA
SW-620	ST	NA	NA	NA	NA	NA
AGS	ST	NA	NA	NA	NA	NA
DU-145	ST	NA	NA	NA	NA	NA
UACC-62	ST	NA	NA	NA	NA	NA
SF-295	ST	NA	NA	NA	NA	NA
COLO 205	ST	NA	NA	NA	NA	NA
MDA-MB-468	ST	NA	NA	NA	NA	NA
A498	5Z ST	-0.00429809821993985	0.859840428582266	-0.0532083192803016	0.0446121228404219	1
SW-620	5Z ST	0.00902082282195766	0.434949258513961	-0.0141084700489789	0.0321501156928942	1
AGS	5Z ST	0.0194572099345168	0.240580103274954	-0.0137575502250492	0.0526719700940829	1
DU-145	5Z ST	-0.0126879844696773	0.641421812443309	-0.0673657483629557	0.0419897794236012	1
UACC-62	5Z ST	-0.0322421342240526	0.0251418223980413	-0.0602457256091472	-0.0042385428389579	1
SF-295	5Z ST	-0.0245928473928038	0.0921095337906991	-0.0533989772242469	0.0042132824386392	1
COLO 205	5Z ST	-0.0190418084190837	0.0201603509976466	-0.0349410143126314	-0.00314260252553607	1
MDA-MB-468	5Z ST	0.0212428298252085	0.270048752293336	-0.0196460050998037	0.0621316647502207	1
A498	AK ST	-0.0446297004629544	0.0078484176361457	-0.0768360821958112	-0.0124233187300976	1
SW-620	AK ST	-0.0383536602011169	0.0270464201220055	-0.0721210045493467	-0.00458631585288704	1
AGS	AK ST	-0.0119493734871634	0.558657726308292	-0.0532550136431551	0.0293562666688284	1
DU-145	AK ST	-0.0568314663706842	0.00215112634818734	-0.0918079666496504	-0.0218549660917179	1
UACC-62	AK ST	-0.0562579930990058	0.0133591702214932	-0.100158915188224	-0.0123570710097873	1
SF-295	AK ST	-0.0539311990898477	0.0414289173000628	-0.105658386678862	-0.00220401150083309	1
COLO 205	AK ST	-0.0337550389971459	0.0266738616153896	-0.0633964159445478	-0.00411366204974395	1
MDA-MB-468	AK ST	-0.00448212987022111	0.905920231836631	-0.0878935030317766	0.0789292432913344	1
A498	BI ST	0.00406143459293777	0.778846644113435	-0.0249902766387471	0.0331131458246226	1
SW-620	BI ST	-0.0118581027157517	0.279563016991685	-0.0337314967310526	0.0100152912995492	1
AGS	BI ST	-0.0228859455605439	0.271503024905472	-0.0646422229559186	0.0188703318348309	1
DU-145	BI ST	0.0032265615465841	0.656799373594865	-0.0113487606726631	0.0178018837658313	1
UACC-62	BI ST	-0.0298492982180556	0.0714221194844129	-0.0624275573746586	0.00272896093854748	1
SF-295	BI ST	0.0189142588243229	0.167945891975447	-0.00831601112195391	0.0461445287705998	1
COLO 205	BI ST	-0.027388520456934	0.00684755769339059	-0.0467876902918824	-0.00798935062198572	1
MDA-MB-468	BI ST	0.0141213257986019	0.583650721692	-0.0420775184589811	0.0703201700561849	1
A498	CT ST	0.0359152950277822	0.0137806142843364	0.00775202643059078	0.0640785636249737	1
SW-620	CT ST	-0.000782045501405078	0.956213195413334	-0.0294072153326915	0.0278431243298813	1
AGS	CT ST	0.031332408660883	0.0574964174980274	-0.00106449461286961	0.0637293119346356	1
DU-145	CT ST	-0.00186264790031408	0.881432926960815	-0.0269573557585465	0.0232320599579183	1
UACC-62	CT ST	0.0178655501047299	0.308830118074349	-0.0171798087543091	0.052910908963769	1
SF-295	CT ST	0.0641560880218382	0.00013574396288424	0.0334973264306912	0.0948148496129851	0.18569774122564
COLO 205	CT ST	0.0323706002562356	0.00190049048538588	0.0127147595272029	0.0520264409852683	1
MDA-MB-468	CT ST	-6.68069715068413e-05	0.998506932891644	-0.0786203406978327	0.0784867267548191	1
A498	PD ST	-0.0537677669765661	0.00195012339801312	-0.0865071394757974	-0.0210283944773349	1
SW-620	PD ST	-0.00300217370112263	0.615162123232782	-0.0149846133451883	0.00898026594294303	1
AGS	PD ST	-0.0589703179326815	0.000180666313279611	-0.0870780251186954	-0.0308626107466675	0.247151516566507
DU-145	PD ST	-0.0101947702435527	0.120817316796614	-0.0231966518847523	0.00280711139764696	1
UACC-62	PD ST	-0.0622836854055103	1.03314218115464e-05	-0.0871764449763561	-0.0373909258346644	0.0141333850381955
SF-295	PD ST	0.0660797477067242	1.1569114044568e-05	0.0394816283649564	0.092677867048492	0.0158265480129691
COLO 205	PD ST	-0.0558981400828279	1.41090555884706e-08	-0.0717502744981438	-0.0400460056675119	1.93011880450278e-05
MDA-MB-468	PD ST	0.0170191141532997	0.515626574078603	-0.0398768466544889	0.0739150749610882	1
A498	PI ST	-0.0402511643952244	0.00904467480326094	-0.0698838735262466	-0.0106184552642022	1
SW-620	PI ST	0.0125123606073606	0.140603564532736	-0.00431372483167219	0.0293384460463934	1
AGS	PI ST	-0.0151314939227462	0.385023027034904	-0.0502187603129223	0.0199557724674299	1
DU-145	PI ST	-0.0677393779609547	5.41667185552439e-06	-0.0937650255023809	-0.0417137304195284	0.00741000709835737
UACC-62	PI ST	-0.05062841091419	0.0101482049162116	-0.0885270967548504	-0.0127297250735297	1
SF-295	PI ST	-0.0395960362800792	0.0122079815341302	-0.0700675869823114	-0.00912448557784689	1
COLO 205	PI ST	-0.0207812769506724	0.0402583513114638	-0.0405915206048966	-0.000971033296448128	1
MDA-MB-468	PI ST	-0.0171303665017448	0.600488865162414	-0.0885302526818253	0.0542695196783357	1
A498	PK ST	-0.161765815131093	0.0124030972814839	-0.286557109175937	-0.0369745210862483	1
SW-620	PK ST	-0.111366976860519	0.0313189919200044	-0.212219516778501	-0.010514436942537	1
AGS	PK ST	-0.144496009207537	0.0434857728202354	-0.284471483158588	-0.0045205352564865	1
DU-145	PK ST	-0.149168636085078	0.0323370318093944	-0.285109561267719	-0.0132277109024367	1
UACC-62	PK ST	-0.1168468772946	0.106675577609897	-0.259959772684244	0.0262660180950432	1
SF-295	PK ST	-0.169636040322535	0.00741997395904372	-0.29110744911165	-0.0481646315334193	1
COLO 205	PK ST	-0.121921986048143	0.107595934835178	-0.271656177602823	0.0278122055065369	1
MDA-MB-468	PK ST	-0.0977103422767688	0.37821876354237	-0.336206852470336	0.140786167916799	1
A498	JN ST	-0.0124301955819548	0.387890541342321	-0.0412231305182679	0.0163627393543582	1
SW-620	JN ST	-0.0357504673075829	0.00849986033034301	-0.0618386283968999	-0.00966230621826597	1
AGS	JN ST	-0.0286608978302939	0.135226295285928	-0.0668083171162361	0.00948652145564831	1
DU-145	JN ST	-0.036882553006583	0.013377163475272	-0.0656699022528403	-0.00809520376032569	1
UACC-62	JN ST	-0.0344331378490728	0.00971208977092547	-0.0600439634739526	-0.0088223122241929	1
SF-295	JN ST	-0.0100627283607557	0.356692963584172	-0.0318842248565012	0.0117587681349898	1
COLO 205	JN ST	-0.0133425792364383	0.0663698095525899	-0.027630860405111	0.000945701932234461	1
MDA-MB-468	JN ST	-0.075968855551469	0.0888677332964029	-0.166079551686396	0.0141418405834581	1
A498	D1 ST	0.00645195620253805	0.727159409138461	-0.0306832173328248	0.0435871297379009	1
SW-620	D1 ST	-0.0236229618446198	0.128679958368422	-0.0544052892044393	0.00715936551519982	1
AGS	D1 ST	-0.0451932806728898	0.0449953709239228	-0.0893080739583368	-0.00107848738744287	1
DU-145	D1 ST	0.0145260358806162	0.320307831444244	-0.0146615299568171	0.0437136017180496	1
UACC-62	D1 ST	-0.0291831617207845	0.0822356301573987	-0.0622742261143717	0.00390790267280267	1
SF-295	D1 ST	0.0371392918193855	0.00427960647237488	0.0123800144007068	0.0618985692380642	1
COLO 205	D1 ST	-0.00711101844530714	0.540692183901553	-0.0304154229921758	0.0161933861015615	1
MDA-MB-468	D1 ST	-0.0287266954638815	0.320648032755277	-0.0905561674870738	0.0331027765593109	1
A498	60 ST	0.00380509605464572	0.803098315542261	-0.0268530425192088	0.0344632346285002	1
SW-620	60 ST	-0.0364067544944148	0.0146832547579541	-0.0652439947797303	-0.00756951420909939	1
AGS	60 ST	-0.0600169943920474	0.00171803102427638	-0.0955506516755291	-0.0244833371085658	1
DU-145	60 ST	-0.00713155823017794	0.594046054098992	-0.0339737520668544	0.0197106356064986	1
UACC-62	60 ST	-0.0334215322228661	0.0745302180785548	-0.0703131252718438	0.00347006082611169	1
SF-295	60 ST	0.0172742771083112	0.250923478484481	-0.0127065173451786	0.047255071561801	1
COLO 205	60 ST	-0.0341271460076003	0.0038658924324546	-0.0565975477109263	-0.0116567443042743	1
MDA-MB-468	60 ST	-0.0541543317594921	0.0940324239704895	-0.119603307724827	0.0112946442058431	1
A498	SB ST	-0.0144230972542681	0.316252532265292	-0.0431588660298702	0.0143126715213339	1
SW-620	SB ST	0.0007597227597767	0.95065540942417	-0.0239128045907821	0.0254322501103355	1
AGS	SB ST	-0.0274449138645326	0.185823057499259	-0.0692905820289048	0.0144007542998396	1
DU-145	SB ST	-0.0350754219977115	0.0612893863617894	-0.0719222266637622	0.00177138266833911	1
UACC-62	SB ST	-0.0437849327471336	0.0173402126306107	-0.0794199739041114	-0.00814989159015576	1
SF-295	SB ST	0.034247138328157	0.0234647689677953	0.00487413890801077	0.0636201377483032	1
COLO 205	SB ST	-0.0495881672394734	0.006361115217863	-0.0843664311071908	-0.0148099033717559	1
MDA-MB-468	SB ST	0.0595506475136764	0.0421417706484239	0.00262856129282356	0.116472733734529	1
A498	RU ST	0.0341203783929941	0.00460689052641436	0.0111646998382197	0.0570760569477685	1
SW-620	RU ST	-0.00286448171479127	0.784630305003915	-0.0239196164799478	0.0181906530503652	1
AGS	RU ST	0.0791516150079119	3.10608818144424e-07	0.0546281384470165	0.103675091568807	0.000424912863221573
DU-145	RU ST	0.0309233839860597	0.0261471148827739	0.00386951666830828	0.0579772513038112	1
UACC-62	RU ST	0.0224699502534013	0.0440466000853082	0.000629756584307894	0.0443101439224948	1
SF-295	RU ST	0.074236607847432	9.35581470656632e-05	0.0397534756151022	0.108719740079762	0.127987545185827
COLO 205	RU ST	0.0198366169897435	0.0148570386256708	0.00409472774996024	0.0355785062295268	1
MDA-MB-468	RU ST	0.0239716535466484	0.374094367398138	-0.0340130470967108	0.0819563541900075	1
A498	D4 ST	0.0339929068583597	0.141478587683085	-0.0118228846291871	0.0798086983459065	1
SW-620	D4 ST	0.0321927715911549	0.173392802737387	-0.0147629430445426	0.0791484862268525	1
AGS	D4 ST	0.0727483501747114	0.0231218102716932	0.0107129218090701	0.134783778540353	1
DU-145	D4 ST	-0.001668122793723	0.937087576962563	-0.0441407636241887	0.0408045180367426	1
UACC-62	D4 ST	0.0151907788224824	0.575267511050772	-0.039185943552854	0.0695675011978189	1
SF-295	D4 ST	0.047577667806133	0.00747818875400807	0.013472137738058	0.081683197874208	1
COLO 205	D4 ST	0.0551763623328874	0.0221748589026391	0.00832975765029999	0.102022967015475	1
MDA-MB-468	D4 ST	0.000194519662319725	0.993463007264305	-0.0520455041257711	0.0524345434504105	1
A498	F4 ST	0.0372241226151926	7.95111152191455e-05	0.0201412632298413	0.0543069820005439	0.108771205619791
SW-620	F4 ST	0.0339009597279179	0.00479525330644795	0.0109779866438763	0.0568239328119596	1
AGS	F4 ST	0.0470647752358552	0.00745482903753196	0.0136078424009816	0.0805217080707288	1
DU-145	F4 ST	0.00931988504488253	0.278173420451126	-0.00782114610868963	0.0264609161984547	1
UACC-62	F4 ST	0.000843674055286594	0.93528590290177	-0.0200380428639454	0.0217253909745186	1
SF-295	F4 ST	0.0440664353284792	0.000718091141199325	0.0197989958980538	0.0683338747589046	0.982348681160677
COLO 205	F4 ST	0.0230285614899832	0.00848759864933203	0.00622736799542033	0.039829754984546	1
MDA-MB-468	F4 ST	0.0347329200524983	0.251381307266051	-0.0293651422316788	0.0988309823366754	1
A498	SF ST	-0.0577082964295969	0.013291240502847	-0.102705150392701	-0.0127114424664927	1
SW-620	SF ST	-0.0554500962692433	0.055253039559885	-0.112208836856837	0.00130864431835021	1
AGS	SF ST	0.0262015900982823	0.319052493902087	-0.0273940687146538	0.0797972489112183	1
DU-145	SF ST	-0.0622564856535536	0.0247397511006763	-0.116168866858414	-0.00834410444869283	1
UACC-62	SF ST	-0.102673278939759	0.00304206847663334	-0.168383092579166	-0.0369634653003507	1
SF-295	SF ST	-0.0486969413939089	0.0969327674380742	-0.106608445503759	0.00921456271594154	1
COLO 205	SF ST	0.00558695633530679	0.557807858501076	-0.0135283677935325	0.0247022804641461	1
MDA-MB-468	SF ST	-0.013449378794525	0.753589894465657	-0.107451153861494	0.0805523962724443	1
A498	G2	NA	NA	NA	NA	NA
SW-620	G2	NA	NA	NA	NA	NA
AGS	G2	NA	NA	NA	NA	NA
DU-145	G2	NA	NA	NA	NA	NA
UACC-62	G2	NA	NA	NA	NA	NA
SF-295	G2	NA	NA	NA	NA	NA
COLO 205	G2	NA	NA	NA	NA	NA
MDA-MB-468	G2	NA	NA	NA	NA	NA
A498	5Z G2	0.0220175484850974	0.218454461931685	-0.0135870169306037	0.0576221139007984	1
SW-620	5Z G2	0.00255058120693933	0.816219910680293	-0.0194979175437895	0.0245990799576681	1
AGS	5Z G2	0.0062253317368559	0.762585309772703	-0.0355271095794341	0.0479777730531459	1
DU-145	5Z G2	-0.0201869642379954	0.0862124228537536	-0.0433840911224939	0.00301016264650316	1
UACC-62	5Z G2	-0.0407854964870401	0.0102864985737447	-0.0713768439316255	-0.0101941490424547	1
SF-295	5Z G2	0.0122034760464312	0.295307404193407	-0.0110656800814339	0.0354726321742964	1
COLO 205	5Z G2	-0.0161463538030069	0.107177985738309	-0.0359515625845313	0.00365885497851747	1
MDA-MB-468	5Z G2	0.0517018411573981	0.0291064836625315	0.0065833992812736	0.0968202830335226	1
A498	AK G2	-0.0545930638409673	0.0140161647148548	-0.0975171851722443	-0.0116689425096902	1
SW-620	AK G2	-0.0251789497873558	0.0775264315080318	-0.0532693519797469	0.00291145240503524	1
AGS	AK G2	-0.0724549053499451	0.00905370035739446	-0.12542658117498	-0.0194832295249097	1
DU-145	AK G2	-0.0862225270902526	0.000883971451090515	-0.134653323481104	-0.0377917306994007	1
UACC-62	AK G2	-0.0585382421407794	0.00206591976112186	-0.0944062496929456	-0.0226702345886133	1
SF-295	AK G2	-0.092540032220606	0.00742633804350692	-0.15881303386909	-0.0262670305721217	1
COLO 205	AK G2	-0.0821258613039434	0.000617929069829307	-0.126725689667857	-0.03752603294003	0.845326967526493
MDA-MB-468	AK G2	-0.000147572021528651	0.996496878253072	-0.0741031140722235	0.0738079700291662	1
A498	BI G2	-0.0353360218808967	0.0244498548735084	-0.0658701137503682	-0.00480193001142532	1
SW-620	BI G2	-0.0566000198143552	1.08603639703791e-05	-0.0792920338177211	-0.0339080058109892	0.0148569779114786
AGS	BI G2	-0.0343134771005766	0.0176126426371324	-0.0621938946764068	-0.00643305952474646	1
DU-145	BI G2	-0.0726223554854899	2.43063668535741e-05	-0.103294394307746	-0.0419503166632335	0.0332511098556894
UACC-62	BI G2	-0.0694025129115842	1.07424250788488e-05	-0.0972082444984764	-0.041596781324692	0.0146956375078651
SF-295	BI G2	-0.01417348060701	0.407370279182993	-0.0484013343279422	0.0200543731139223	1
COLO 205	BI G2	-0.0605444660593068	2.73554789182906e-05	-0.0863186013841466	-0.0347703307344669	0.0374222951602215
MDA-MB-468	BI G2	0.0294850263544872	0.247211892513926	-0.0244135615370671	0.0833836142460415	1
A498	CT G2	0.0718718332646837	4.83815465862407e-05	0.0400496677518706	0.103693998777497	0.0661859557299772
SW-620	CT G2	0.023576324512065	0.147190882324877	-0.00866831219456382	0.0558209612186938	1
AGS	CT G2	0.0504930663084528	0.00656656667382006	0.0152302766579815	0.0857558559589241	1
DU-145	CT G2	-0.0169751478812319	0.288918461321685	-0.0489109484917412	0.0149606527292774	1
UACC-62	CT G2	0.012877561598374	0.455629703457243	-0.0216874198614036	0.0474425430581516	1
SF-295	CT G2	0.000556822493165559	0.97303563499169	-0.0325506950711316	0.0336643400574627	1
COLO 205	CT G2	0.0418018600456041	6.99030366221247e-05	0.0227985405511649	0.0608051795400434	0.0956273540990666
MDA-MB-468	CT G2	0.0643178661717234	0.00306181977040909	0.0280383237624101	0.100597408581037	1
A498	PD G2	-0.201819765592224	2.31781765079451e-12	-0.242499391154124	-0.161140140030325	3.17077454628689e-09
SW-620	PD G2	-0.0577011850039196	1.81940350461464e-10	-0.0713647265909034	-0.0440376434169358	2.48894399431283e-07
AGS	PD G2	-0.0796557278983113	0.000353798500022029	-0.11992911667947	-0.0393823391171528	0.483996348030135
